Canu_id	Prokka_annotation	Article_id	Article_annotation	EggNOG_annotation	EggNOG_gene_name	GO_terms	EC_number	KEGG_KO	BiGG_reactions	COG_cat
BDKBJLID_01668	ATPase with chaperone activity, ATP-binding subunit	LFTS_00785	~~~~~~ATP-dependent Clp protease ATP-binding subunit ClpC	ATPase activity				ko:K03695		O
BDKBJLID_01669	Excinuclease ABC subunit C	LFTS_00786	~~~uvrC~~~Excinuclease ABC subunit C	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision	uvrC	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009314,GO:0009380,GO:0009381,GO:0009432,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0016020,GO:0016787,GO:0016788,GO:0030312,GO:0031668,GO:0032991,GO:0033554,GO:0034641,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1902494,GO:1905347,GO:1905348,GO:1990391		ko:K03703		L
BDKBJLID_01670	hypothetical protein	LFTS_00787	~~~~~~hypothetical protein
BDKBJLID_01671	shikimate dehydrogenase	LFTS_00788	1.1.1.25~~~~~~shikimate dehydrogenase	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)	aroE	GO:0000003,GO:0000166,GO:0003006,GO:0003674,GO:0003824,GO:0003855,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010154,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0016829,GO:0016835,GO:0016836,GO:0019632,GO:0019752,GO:0022414,GO:0030266,GO:0032501,GO:0032502,GO:0032787,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050661,GO:0050662,GO:0051287,GO:0052734,GO:0055114,GO:0061458,GO:0070403,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615	1.1.1.25,1.1.1.282,1.3.5.4,1.4.1.1,4.2.1.10	ko:K00014,ko:K00244,ko:K00259,ko:K05887,ko:K10714,ko:K13832,ko:K16182	iAPECO1_1312.APECO1_3165,iECOK1_1307.ECOK1_3701,iECS88_1305.ECS88_3669,iECUMN_1333.ECUMN_3755,iHN637.CLJU_RS14185,iNJ661.Rv2552c,iSBO_1134.SBO_3275,iSFxv_1172.SFxv_1929,iS_1188.S1854,iUMN146_1321.UM146_16315,iUTI89_1310.UTI89_C3726	E
BDKBJLID_01672	cell division protein (FtsY)	LFTS_00789	~~~ftsY~~~fused signal recognition particle receptor	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)	ftsY			ko:K03110		D
BDKBJLID_01673	putative rRNA maturation factor	LFTS_00790	~~~~~~putative rRNA maturation factor	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	GO:0000469,GO:0000478,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016151,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019219,GO:0019222,GO:0019538,GO:0022613,GO:0030490,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043244,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:2000112,GO:2001141	2.6.99.2,3.5.4.5	ko:K01489,ko:K03474,ko:K03595,ko:K07042		C
BDKBJLID_01674	7TM receptor with intracellular metal dependent phosphohydrolase	LFTS_00791	~~~~~~phosphodiesterase	7TM receptor with intracellular HD hydrolase	yqfF			ko:K07037		S
BDKBJLID_01675	membrane protein	LFTS_00792	~~~~~~phosphate starvation-inducible protein PhoH	PhoH-like protein	phoH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K06217		T
BDKBJLID_01676	universal stress protein UspA	LFTS_00793	~~~~~~Nucleotide-binding universal stress protein, UspA family	AMP binding	mntH			ko:K03322		T
BDKBJLID_01677	putative type IV prepilin peptidase	LFTS_00794	3.4.23.43~~~~~~leader peptidase (prepilin peptidase) / N-methyltransferase	Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue			3.4.23.43	ko:K02654		NOU
BDKBJLID_01678	hypothetical protein	LFTS_00795	~~~~~~hypothetical protein
BDKBJLID_01679	putative polyphosphate kinase (PPK2)	LFTS_00796	~~~~~~Polyphosphate:AMP phosphotransferase	Polyphosphate kinase 2 (PPK2)						S
BDKBJLID_01680	Protein-disulfide isomerase	LFTS_00797	~~~~~~Protein-disulfide isomerase	Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process						O
BDKBJLID_01681
BDKBJLID_01682	chemotaxis signal transduction protein, cheV	LFTS_00799	~~~~~~two-component system, chemotaxis family, response regulator CheV	Two component signalling adaptor domain	cheV	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006935,GO:0008150,GO:0009605,GO:0040011,GO:0042221,GO:0042330,GO:0044424,GO:0044444,GO:0044464,GO:0050896	2.7.13.3	ko:K03407,ko:K03408,ko:K03415		T
BDKBJLID_01683	hypothetical protein	LFTS_00800	~~~~~~hypothetical protein	Domain of unknown function (DUF4337)						S
BDKBJLID_01684	ribosome maturation factor RimP	LFTS_00801	~~~rimP~~~ribosome maturation factor RimP	Required for maturation of 30S ribosomal subunits	rimP	GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576		ko:K09748		J
BDKBJLID_01685	NusA antitermination factor	LFTS_00802	~~~nusA~~~NusA antitermination factor	Participates in both transcription termination and antitermination	nusA	GO:0001000,GO:0001121,GO:0001125,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0019904,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043175,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070063,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141		ko:K02600		K
BDKBJLID_01686	bacterial translation initiation factor 2 (bIF-2)	LFTS_00803	~~~infB~~~bacterial translation initiation factor 2 (bIF-2)	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB			ko:K02519		J
BDKBJLID_01687	hypothetical protein	LFTS_00804	~~~~~~hypothetical protein	Protein of unknown function (DUF503)	ylxP			ko:K09764		S
BDKBJLID_01688	putative ribosome binding factor A	LFTS_00805	~~~~~~ribosome-binding factor A	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0030490,GO:0033554,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043021,GO:0043024,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071840,GO:0090304,GO:1901360		ko:K02834		J
BDKBJLID_01689	putative pseudouridine synthase	LFTS_00806	5.4.99.25~~~truB~~~tRNA pseudouridine55 synthase	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	GO:0000049,GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0031119,GO:0034337,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990481	5.4.99.25	ko:K03177		J
BDKBJLID_01690	ribosomal protein S15P/S13E	LFTS_00807	~~~rpsO~~~SSU ribosomal protein S15P	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome	rpsO	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006378,GO:0006396,GO:0006397,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0031123,GO:0031124,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043631,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02956		J
BDKBJLID_01691	putative polyribonucleotide nucleotidyltransferase	LFTS_00808	2.7.7.8~~~pnp~~~polyribonucleotide nucleotidyltransferase	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction	pnp	GO:0000166,GO:0000175,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0004654,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009628,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016020,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0017076,GO:0019001,GO:0019222,GO:0019439,GO:0030312,GO:0030551,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034655,GO:0035438,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575	2.7.7.8	ko:K00962		J
BDKBJLID_01692	hypothetical protein	LFTS_00809	~~~~~~hypothetical protein
BDKBJLID_01693	putative Zn-dependent peptidase	LFTS_00810	~~~~~~putative Zn-dependent peptidase	Insulinase (Peptidase family M16)	pqqL					S
BDKBJLID_01694	putative pyridoxal phosphate biosynthesis protein	LFTS_00811	2.6.99.2~~~pdxJ~~~pyridoxine 5-phosphate synthase	Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate	pdxJ	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009110,GO:0009987,GO:0016740,GO:0016769,GO:0017144,GO:0018130,GO:0019438,GO:0033856,GO:0034641,GO:0042364,GO:0042802,GO:0042816,GO:0042819,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	2.6.99.2	ko:K03474	iAF1260.b2564,iAF987.Gmet_1885,iB21_1397.B21_02422,iBWG_1329.BWG_2328,iEC55989_1330.EC55989_2852,iECBD_1354.ECBD_1117,iECB_1328.ECB_02458,iECDH10B_1368.ECDH10B_2732,iECDH1ME8569_1439.ECDH1ME8569_2491,iECD_1391.ECD_02458,iECH74115_1262.ECH74115_3800,iECIAI1_1343.ECIAI1_2675,iECO103_1326.ECO103_3142,iECO111_1330.ECO111_3290,iECO26_1355.ECO26_3611,iECSE_1348.ECSE_2852,iECSP_1301.ECSP_3509,iECW_1372.ECW_m2792,iECs_1301.ECs3430,iEKO11_1354.EKO11_1169,iEcDH1_1363.EcDH1_1104,iEcE24377_1341.EcE24377A_2850,iEcHS_1320.EcHS_A2719,iEcolC_1368.EcolC_1113,iG2583_1286.G2583_3145,iJO1366.b2564,iJR904.b2564,iWFL_1372.ECW_m2792,iY75_1357.Y75_RS13390	H
BDKBJLID_01695	putative phosphopantetheinyl transferase	LFTS_00812	2.7.8.7~~~acpS~~~holo-[acyl-carrier protein] synthase	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein	acpS	GO:0003674,GO:0003824,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008897,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016772,GO:0016780,GO:0018070,GO:0018193,GO:0018209,GO:0018215,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:0072330,GO:1901564,GO:1901576	2.7.8.7,3.2.1.52	ko:K00997,ko:K01207		I
BDKBJLID_01696	carb_kinase, carbohydrate kinase	LFTS_00813	5.1.99.6~~~~~~NAD(P)H-hydrate epimerase	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	nnrD	GO:0003674,GO:0003824,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016854,GO:0052855,GO:0052856,GO:0052857	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759		H
BDKBJLID_01697	DNA polymerase	LFTS_00814	2.7.7.7~~~~~~DNA polymerase	Uracil DNA glycosylase superfamily			3.2.2.27	ko:K21929		L
BDKBJLID_01698	hypothetical protein	LFTS_00815	~~~~~~hypothetical protein
BDKBJLID_01699	putative MutS family mismatch repair ATPase	LFTS_00816	~~~~~~DNA mismatch repair protein MutS	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	mutS	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391		ko:K03555		L
BDKBJLID_01700	hypothetical protein	LFTS_00817	~~~~~~hypothetical protein
BDKBJLID_01701	hypothetical protein	LFTS_00818	~~~~~~hypothetical protein	amine dehydrogenase activity						CO
BDKBJLID_01702	enoyl-(acyl-carrier-protein) reductase	LFTS_00819	1.3.1.10~~~~~~Enoyl-[acyl-carrier-protein] reductase [NADH]	Enoyl-(Acyl carrier protein) reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208		I
BDKBJLID_01703	putative rieske iron-sulfur family protein	LFTS_00820	1.10.2.-~~~~~~menaquinol-cytochrome c reductase iron-sulfur subunit	Rieske [2Fe-2S] domain			1.10.9.1	ko:K02636,ko:K03886		C
BDKBJLID_01704	cytochrome b subunit of the bc complex	LFTS_00821	~~~~~~ubiquinol-cytochrome c reductase cytochrome b subunit	Cytochrome b/b6/petB	qcrC			ko:K00412,ko:K03888		C
BDKBJLID_01705	putative thioredoxin	LFTS_00822	~~~~~~Glutaredoxin	Thioredoxin domain						CO
BDKBJLID_01706	hypothetical protein	LFTS_00823	~~~~~~hypothetical protein
BDKBJLID_01707	2-iminobutanoate/2-iminopropanoate deaminase	LFTS_00824	3.5.99.10~~~~~~2-iminobutanoate/2-iminopropanoate deaminase	oxidation-reduction process						J
BDKBJLID_01708	putative ATP-dependent DNA helicase (RecG)	LFTS_00825	3.6.4.12~~~~~~ATP-dependent DNA helicase RecG	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	recG	GO:0003674,GO:0003678,GO:0003724,GO:0003824,GO:0004003,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0008186,GO:0009314,GO:0009379,GO:0009628,GO:0009987,GO:0010501,GO:0016020,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0032991,GO:0033202,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048476,GO:0050896,GO:0051276,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0140097,GO:0140098,GO:1901360,GO:1902494	3.6.4.12	ko:K03655		L
BDKBJLID_01709	hypothetical protein	LFTS_00826	~~~~~~hypothetical protein
BDKBJLID_01710	exopolyphosphatase	LFTS_00827	3.6.1.40~~~~~~exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	aroB		3.6.1.11,3.6.1.40	ko:K01524		FP
